name,otherNames,scientificName,popularity
Titanosaur,,Titanosauria,20
Titanosauriformes,,,
Tomiostrobus,,,10
Toolache wallaby,"[""Grey's wallaby""]",Macropus greyi,30
Toothed whale,,Odontoceti,60
Topi,,Damaliscus lunatus jimela,60
Toretocnemidae,,,
Tornieria,,,10
Torosaurus,,,10
Tortilicaulis,,,10
Torvosaurus,,,10
Toxicofera subclade 1,,,
Toxicofera,,,
Trachyteuthis,,,10
Traversodontidae,,,
Trechnotheria,,,
Tree vole,,,50
Tree-kangaroo,,Dendrolagus,40
Treeshrew,"[""banxring""]",Scandentia,50
Trematopidae subclade 1,,,
Trematopidae subclade 2,,,
Trematopidae,,,
Trematosauria,,,
Trematosauroidea,,,
Trematosaurus,,,10
Triadobatrachus,,,10
Tribosphenida,,,
Tribrachidium,,,
Triceratops,,,85
Trichopus,,,40
Trigonotarbida,,,10
Trilobite,,Trilobita,50
Trilobitomorpha subclade 1,,,
Trilobitomorpha subclade 2,,,
Trilobitomorpha subclade 3,,,
Trilobitomorpha subclade 4,,,
Trilobitomorpha,,,
Trilobozoa,,,
Trilophosaurus,,,
Trilophosuchus,,,10
Trimenia,,,50
Trirachodon,,,10
Tristichopteridae subclade 1,,,
Tristichopteridae,,,
Trithuria,,,50
Triticeae,,,
Triticodae,,,
Tritylodon,,,10
Tritylodontidae,,,
Trochozoa subclade 1,,,
Trochozoa subclade 2,,,
Trochozoa subclade 3,,,
Trochozoa,,,
Troodon,,,20
Troodontidae subclade 1,,,
Troodontidae subclade 2,,,
Troodontidae subclade 3,,,
Troodontidae,,,
Tropidurinae,,,
Tropidurus,,,50
Tsaagan,,,10
Tsuga,"[""hemlock""]",,50
Tuatara,,Sphenodon,50
Tuco-tuco,,Ctenomys,50
Tulbaghieae,,,30
Tulip tree,,Liriodendron,55
Tunicate,,,
Tuojiangosaurus,,,10
Turfanosuchus,,,10
Turkmenian kulan,,Equus hemionus kulan,50
Turmeric,,,60
Turtle,,"Testudines, Chelonii",80
Tusk shell,,Scaphopoda,30
Two-toed sloth,,Choloepus,60
Tylomyinae,,,50
Tylopoda,,,
Typha,"[""bulrush"", ""reedmace"", ""cattail"", ""punks"", ""cumbungi"", ""raup\u00c5\u008d""]",,50
Typhaceae,,,
Typothoracisinae,,,
Typothorax,,,20
Tyrannosauridae,,,
Tyrannosaurinae subclade 1,,,
Tyrannosaurinae subclade 2,,,
Tyrannosaurinae subclade 3,,,
Tyrannosaurinae subclade 4,,,
Tyrannosaurinae subclade 5,,,
Tyrannosaurinae,,,
Tyrannosauroidea subclade 1,,Raptorex kriegsteini,
Tyrannosauroidea subclade 2,,,
Tyrannosauroidea subclade 3,,,
Tyrannosauroidea subclade 4,,,
Tyrannosauroidea subclade 5,,,
Tyrannosauroidea,,,
Tyrannosaurus,"[""T. Rex""]",Tyrannosaurus rex,85
Tyrannotitan,,,30
Uberabasuchus,,,10
Udanoceratops,,,10
Ulemica,,,10
Ulemosaurus,,,10
Unaysaurus,,,10
Unenlagia,,,20
Unenlagiinae subclade 1,,,
Unenlagiinae subclade 2,,,
Unenlagiinae,,,
Unidentata,,,
Unikont,,,
Uranocentrodon,,,10
Urial,,Ovis orientalis vignei,50
Uromastyx,,,10
Uropygids,,,
Urosaurus,,,50
Urotrichini,,,20
Uruguaysuchus,,,10
Utahceratops,,,10
Utahraptor,,,50
Utatsusaurus,,,10
Utaurora,,,10
Vagaceratops,,,10
Vampire squid,,Vampyroteuthis,40
Vanilla,,,70
Vanilleae,,,
Vanilloideae,,,
Varanidae,,,
Varanodon,,,10
Varanoidea,,,
Varanopidae,,,
Varanopinae subclade 1,,,
Varanopinae subclade 2,,,
Varanopinae,,,
Varanops,,,10
Vascular plant,,tracheophytes,40
Velafrons,,,10
Velociraptor,,,75
Velociraptorinae subclade 1,,,
Velociraptorinae,,,
Velocisaurus,,,10
Velosauria sublade 1,,,
Velosauria sublade 2,,,
Velosauria,,,
Venaticosuchus,,,10
Ventastega,,,10
Venyukovioidea subclade 1,,,
Venyukovioidea,,,
Vertebrate subclade 1,,,
Vertebrate subclade 2,,,
Vertebrate subclade 3,,,
Vertebrate subclade 4,,,
Vertebrate,,,50
Vesper mouse,,Calomys,50
Vetulicolia,,,
Viatkosuchus,,,10
Vicissicaudata subclade 1,,,
Vicissicaudata subclade 2,,,
Vicissicaudata,,,
Vicugna,,,50
Vicuña,,Vicugna vicugna,40
Vincelestes,,,
Vintana,,,10
Viridiplantae,,Chloroplastida,
Viroid,,,40
Virus,,,70
Vivaxosaurus,,,10
Voay,,,10
Volcano rabbit,,Romerolagus,50
Vole,,Microtus,60
Vombatiformes,,,
Vulcanodon,,,20
Wadiasaurus,,,10
Wahlisaurus,,,10
Waipatia,,,10
Walia ibex,,Capra walie,50
Walrus,,Odobenus,80
Water buffalo,,,70
Water chestnut,,Eleocharis dulcis,60
Water lily,,Nymphaeaceae,65
Waterbuck,,,60
Watongia,,,10
Weasel,,Mustela,65
West caucasian tur,,Capra caucasica caucasica,50
Western brush wallaby,,Macropus irma,40
Western grey kangaroo,,Macropus fuliginosus,75
Western lowland olingo,,Bassaricyon medius,30
Western mountain coati,,Nasuella olivacea,30
Westlothiana,,,
Wetlugasaurus,,,10
Whaitsiidae,,,
Whatcheeriidae,,,
Wheat,,,75
Whippomorpha,,,
Whiptail wallaby,,Macropus parryi,40
White-footed climbing mouse,,Rhipidomys leucodactylus,50
White-nosed coati,"[""Coatimundi""]",Nasua narica,30
White-tailed olalla rat,,Olallamys albicauda,50
Wiehenvenator,,,10
Wild asses subclade 1,,,
Wild asses subclade 2,,,
Wild asses subclade 3,,,
Wild asses,,Asinus,50
Wild ginger,,Asarum,55
Wild goat,,Capra aegagrus,70
Wild horse,,Equus ferus,50
Wild rice,,Zizania,65
Wild water buffalo,"[""Asian buffalo"", ""Asiatic buffalo"", ""Arni"", ""Arnee""]",Bubalus arnee,55
Wild yak,,,60
Wolf,,,75
Wollemia,,,50
Wolverine,"[""Glutton"", ""Carcajou"", ""Skunk bear"", ""Quickhatch""]",Gulo gulo,65
Wombat,,Vombatidae,60
Woodland thicket rat,,Grammomys dolichurus,50
Wuerhosaurus,,,10
Xandarella,,,10
Xandarellida subclade 1,,,
Xandarellida subclade 2,,,
Xandarellida subclade 3,,,
Xandarellida,,,
Xenarthra,,,
Xenotosuchus,,,10
Xenoturbella,,Xenoturbellida,
Xeronema,,,30
Xiaotingia,,,10
Xiongguanlong,,,10
Xiphodontidae,,,
Xixiasaurus,,,10
Xyrid clade,,,
Xyridaceae,,,10
Yacarerani,,,10
Yam,,,60
Yamaceratops,,,10
Yangchuanosaurus,,,10
Yellow-rumped leaf-eared mouse,,Phyllotis xanthopygus,50
Yerba mansa,,Anemopsis,55
Yinlong,,,10
Yucca,,,50
Yunguisaurus,,,10
Yunnanosaurus,,,10
Yurgovuchia,,,10
Zalambdalestes,,,10
Zalmoxes,,,10
Zambiasaurus,,,10
Zamia,,,50
Zamiaceae,,,
Zamieae,,,
Zamiineae,,,
Zamioideae,,,
Zanabazar,,,10
Zatheria,,,
Zatrachydidae,,,
Zatrachys,,,30
Zebra,,Hippotigris and Dolichohippus,80
Zebu,,,55
Zhuchengceratops,,,10
Zhuchengtyrannus,,,10
Zingiberaceae,,,
Zingiberales subclade 1,,,
Zingiberales subclade 2,,,
Zingiberales,,,
Zingiberariae,,,
Zingibereae,,,
Zingiberineae,,,
Zingiberoideae,,,
Zizaniinae,,,
Zizaniopsis,,,30
Zokor,,,50
Zonosaurinae,,,
Zosterophyllopsida,,,10
Zuniceratops,,,10
Zupaysaurus,,,10
zygentoma,,,
Zygomaturinae,,,
Zygomaturus,,,20
Zygophyseter,,,
Zygorhiza,,,10
Zygosaurus,,,10
